question,answer,source,category,dataset_name,split,quality_score
Sanık duruşmaya gelmese bile müdafiinin hangi hakları vardır?,"Sanık hazır bulunmasa da müdafii bütün oturumlarda hazır bulunmak yetkisine sahiptir. Bu, sanığın haklarının korunması için önemlidir. Müdafiin duruşmaya katılma hakkı, sanığın savunmasının etkili bir şekilde yapılabilmesini sağlar.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,8
"Sanık duruşmaya katılmadan yapılan duruşmada, sanık hangi talebi iletebilir?","Duruşma, sanık hazır bulunmaksızın yapılırsa, mahkemenin karar ve işlemlerinin kendisine tebliği tarihinden itibaren bir hafta içinde, sürenin geçmesinden doğan sonuçları gidermek için sanık, kanunî nedenlere dayanarak, mahkemenin o karar ve işlemleri hakkında eski hâle getirme isteminde bulunabilir. Bu, sanığın yargılamaya katılma hakkının ihlal edilmesi durumunda, mahkemenin kararlarını ve işlemlerini yeniden gözden geçirmesini sağlamak için bir yoldur.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,8
Hangi durumlarda sanık mahkemenin karar ve işlemlerinin iptali için talepte bulunamaz?,"Ancak, sanık kendi istemi üzerine duruşmadan bağışık tutulmuş veya müdafii aracılığıyla temsil edilmek yetkisini kullanmış olursa artık eski hâle getirme isteminde bulunamaz. Bu, sanığın kendi seçimiyle duruşmaya katılmaktan vazgeçmesi durumunda, daha sonra mahkemenin kararlarını ve işlemlerini iptal etme hakkına sahip olmaması anlamına gelir.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,8
Mahkeme sanığı duruşmaya getirmek için hangi kararı verebilir?,"Mahkeme, sanığın hazır bulunmasına ve zorla getirme kararı veya yakalama emriyle getirilmesine her zaman karar verebilir. Bu, sanığın yargılamaya katılma hakkını korur ve adil bir yargılamanın yapılabilmesini sağlar. Zorla getirme kararı, sanığın yargılamaya katılmasının zor veya tehlikeli olduğu durumlarda uygulanır.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,8
Hangi durumda sanığın sorgu ve dinleme sırasında duruşma salonundan çıkarılmasına karar verilebilir?,"Sanığın yüzüne karşı suç ortaklarından birinin veya bir tanığın gerçeği söylemeyeceğinden endişe edilirse, mahkeme, sorgu ve dinleme sırasında o sanığın mahkeme salonundan çıkarılmasına karar verebilir. Bu, sanığın, tanık veya suç ortaklarını etkilemesini önlemek amacıyla yapılır. Mahkemenin bu kararı, yargılamanın adil ve şeffaf bir şekilde yürütülmesini sağlar.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,8
Sanık tekrar duruşma salonuna getirildiğinde ne yapılır?,"Sanık tekrar getirildiğinde, tutanaklar okunur ve gerektiğinde içeriği anlatılır. Bu, sanığın haklarını koruyabilmesi ve yargılamaya katılabilmesi için gereklidir. Ayrıca, duruşmanın şeffaflığını artırır ve yargılamanın adil bir şekilde yürütülmesini sağlar.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,8
Duruşmaya katılanlar kimlere doğrudan soru sorabilirler?,"Cumhuriyet savcısı, müdafi veya vekil sıfatıyla duruşmaya katılan avukat; sanığa, katılana, tanıklara, bilirkişilere ve duruşmaya çağrılmış diğer kişilere, duruşma disiplinine uygun olarak doğrudan soru yöneltebilirler. Bu, yargılamanın etkin ve verimli bir şekilde yürütülmesini sağlar ve herkesin sorularını sorabilmesini garanti eder.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,9
Sanık ve katılanlar duruşmada nasıl soru sorabilirler?,"Sanık ve katılan da mahkeme başkanı veya hâkim aracılığı ile soru yöneltebilir. Bu, sanığın ve katılanın haklarını koruyabilmesi ve yargılamaya aktif bir şekilde katılabilmesini sağlar. Mahkeme başkanı veya hâkimin aracılık etmesi, soruların düzenli ve adil bir şekilde sorulmasını sağlar.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,8
Sorulan bir soruya itiraz edildiğinde ne olur?,"Yöneltilen soruya itiraz edildiğinde sorunun yöneltilmesinin gerekip gerekmediğine, mahkeme başkanı karar verir. Gerektiğinde ilgililer yeniden soru sorabilir. Bu, yargılamanın adil ve şeffaf bir şekilde yürütülmesini sağlar ve soruların geçerli olup olmadığının belirlenmesini sağlar.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,8
Heyet halinde görev yapan mahkemelerde kimler soru sorabilir?,"Heyet halinde görev yapan mahkemelerde, heyeti oluşturan hâkimler, birinci fıkrada belirtilen kişilere soru sorabilir. Bu, yargılamanın daha adil ve şeffaf bir şekilde yürütülmesini sağlar ve heyetin tüm üyelerinin davanın tüm yönleri hakkında bilgi sahibi olmasını garanti eder.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,8
Sanık veya mağdur Türkçe bilmiyorsa ne olur?,"Sanık veya mağdur, meramını anlatabilecek ölçüde Türkçe bilmiyorsa; mahkeme tarafından atanan tercüman aracılığıyla duruşmadaki iddia ve savunmaya ilişkin esaslı noktalar tercüme edilir. Bu, sanığın ve mağdurun haklarını koruyabilmesi ve yargılamaya aktif bir şekilde katılabilmesini sağlar. Tercüman, yargılamanın adil ve şeffaf bir şekilde yürütülmesini sağlar.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,9
Engelli olan sanığa veya mağdura duruşmadaki iddia ve savunma nasıl anlatılır?,"Engelli olan sanığa veya mağdura, duruşmadaki iddia ve savunmaya ilişkin esaslı noktalar, anlayabilecekleri biçimde anlatılır. Bu, sanığın ve mağdurun haklarını koruyabilmesi ve yargılamaya aktif bir şekilde katılabilmesini sağlar. Mahkemenin, engelli kişilerin yargılamaya katılmasını kolaylaştırmak için gerekli tedbirleri alması önemlidir.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,8
Tercüman bulundurma zorunluluğu soruşturma evresinde de geçerli mi?,"Evet, birinci ve ikinci fıkra hükümleri, soruşturma evresinde dinlenen şüpheli, mağdur veya tanıklar hakkında da uygulanır. Bu evrede tercüman, hâkim veya Cumhuriyet savcısı tarafından atanır. Bu, yargılamanın tüm evrelerinde sanığın ve mağdurun haklarının korunmasını sağlar.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,9
Soruşturma evresinde tercümanı kim atar?,"Soruşturma evresinde tercümanı, hâkim veya Cumhuriyet savcısı atar. Bu, tercümanın tarafsız ve adil bir şekilde görev yapmasını sağlar ve yargılamanın şeffaflığını artırır.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,9
Sanık hangi konularda farklı bir dilde sözlü savunma yapabilir?,"Ayrıca sanık; iddianamenin anlatılması, esas hakkındaki mütalaanın verilmesi üzerine sözlü savunmasını, kendisini daha iyi ifade edebileceğini beyan ettiği başka bir dilde yapabilir. Bu, sanığın kendini daha iyi ifade edebilmesini ve haklarını daha iyi koruyabilmesini sağlar. Ancak, bu hakkın kötüye kullanılmaması önemlidir.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,7
Sanığın seçeceği tercümanın giderlerini kim karşılar?,"Bu durumda tercüme hizmetleri, beşinci fıkra uyarınca oluşturulan listeden, sanığın seçeceği tercüman tarafından yerine getirilir. Bu tercümanın giderleri Devlet Hazinesince karşılanmaz. Bu, sanığın yargılamaya katılma hakkını korurken, Devlet Hazinesinin gereksiz harcamalarından kaçınmasını sağlar.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,7
Tercümanlar nasıl seçilir?,"Tercümanlar, il adlî yargı adalet komisyonlarınca her yıl düzenlenen listede yer alan kişiler arasından seçilirler. Cumhuriyet savcıları ve hâkimler yalnız bulundukları il bakımından oluşturulmuş listelerden değil, diğer illerde oluşturulmuş listelerden de tercüman seçebilirler. Bu listelerin düzenlenmesine ilişkin usul ve esaslar yönetmelikle belirlenir. Bu, yargılamada kullanılan tercümanların kalitesinin ve tarafsızlığının sağlanması için önemlidir.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,8
Duruşma sırasında mahkeme başkanının veya hakimin görevi nedir?,"Mahkeme başkanı veya hakim, duruşmanın düzeni ve disiplinden sorumludur. Duruşmanın adil ve düzenli bir şekilde yürütülmesini sağlamak için gerekli önlemleri alır.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,8
"Duruşma salonunda düzen bozulursa, mahkeme başkanı veya hakim ne yapabilir?","Mahkeme başkanı veya hakim, duruşma salonunda düzen bozan kişiyi savunma hakkını engellememek koşuluyla salondan çıkarabilir. Ayrıca, direnç gösteren veya karışıklık çıkaran kişi hakkında disiplin hapsi gibi cezalar uygulayabilir.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,8
Disiplin hapsi nedir ve ne kadar süreyle uygulanabilir?,"Disiplin hapsi, duruşmanın düzenini bozan kişilere verilen bir ceza türüdür. Avukatlar hariç, dört güne kadar uygulanabilir. Bu ceza, duruşma salonunda düzenin sağlanmasına ve adil bir yargılamanın gerçekleştirilmesine yardımcı olur.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,8
Duruşma sırasında sanık neden salondan çıkarılabilir?,"Sanık, davranışları nedeniyle duruşmanın düzenli olarak yürütülmesini tehlikeye sokarsa salondan çıkarılabilir. Bu, sanığın duruşmayı engellediği, diğer kişilerin güvenliğini tehlikeye attığı veya adil bir yargılama yapılmasını engellediği durumlarda yapılabilir.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,9
"Sanık salondan çıkarılırsa, duruşma nasıl devam eder?","Sanık salondan çıkarılırsa, mahkeme dosyanın durumuna göre sanığın savunması için hazır bulunmasını zorunlu görmezse, oturumu yokluğunda sürdürür ve bitirir. Ancak, sanığın müdafii yoksa, mahkeme barodan bir müdafi görevlendirilmesini ister.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,8
"Sanık duruşma salonundan çıkarıldıktan sonra, yokluğunda yapılan işlemler ona nasıl açıklanır?","Sanığa, yokluğunda yapılan işlemler açıklanır. Bu, sanığın savunma hakkını koruması ve yargılama sürecinde neler olduğunu bilmesi için önemlidir.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,6
"Duruşma sırasında bir suç işlenirse, mahkeme ne yapmalıdır?","Mahkeme olayı tespit eder, tutanak düzenler ve failin tutuklanmasına karar verebilir. Ayrıca, yetkili makama gerekli belgeleri gönderir.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,8
"Duruşma sırasında bir suç işlenirse, mahkeme hangi kararları verebilir?","Mahkeme, suçun ciddiyetine ve duruşmanın devamı için oluşan tehlikeye göre failin tutuklanmasına karar verebilir.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,7
"Mahkeme başkanı veya hakim, duruşma sırasında düzenin sağlanması için hangi önlemleri alabilir?","Mahkeme başkanı veya hakim, düzenin bozulmasına neden olan kişiyi savunma hakkını engellememek koşuluyla salondan çıkarabilir. Ayrıca, disiplin hapsi gibi cezalar uygulayabilir.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,8
"Duruşma salonundan çıkarılan kişi, dışarı çıkarılmaya direnirse veya karışıklık çıkarırsa ne olur?","Kişi yakalanır ve hâkim veya mahkeme tarafından, avukatlar hariç, derhâl dört güne kadar disiplin hapsine konulabilir.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,8
Duruşma sırasında işlenen bir suç hakkında mahkeme hangi belgeleri düzenler?,"Mahkeme, olayı tespit eder ve bu hususta düzenleyeceği tutanağı yetkili makama gönderir.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,7
Sanığın duruşmada hazır bulunması ne zaman zorunlu görülmez?,"Sanığın duruşmada hazır bulunması, dosyanın durumuna göre savunması bakımından zorunlu görülmezse, mahkeme oturumu yokluğunda sürdürür ve bitirir.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,7
Sanığın duruşma salonunda ne yapması halinde savunma hakkı engellenmez?,"Sanık duruşma salonunda düzen bozarsa, ancak savunma hakkı engellenmezse, mahkeme başkanı veya hakim salondan çıkarılmasını emreder.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,6
"Duruşma sırasında bir suç işlenirse, fail hakkında hangi işlem yapılabilir?","Mahkeme olayı tespit eder, tutanak düzenler ve failin tutuklanmasına karar verebilir.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,8
"Mahkeme başkanı veya hakim, duruşma sırasında düzenin sağlanması için hangi yetkilere sahiptir?","Duruşma salonunda düzen bozan kişiyi savunma hakkını engellememek koşuluyla salondan çıkarabilir, direnç gösteren veya karışıklık çıkaran kişi hakkında disiplin hapsi uygulayabilir.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,8
"Duruşma sırasında bir suç işlenmesi durumunda, mahkeme fail hakkında ne kadar süreyle disiplin hapsine karar verebilir?","Duruşma sırasında bir suç işlenmesi durumunda, mahkeme, avukatlar hariç, fail hakkında derhâl dört güne kadar disiplin hapsine karar verebilir.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,8
"Duruşma sırasında düzen bozulması durumunda, mahkeme düzenin bozulmasına neden olan kişiyi ne zaman salondan çıkarabilir?","Duruşma sırasında düzen bozulması durumunda, mahkeme, düzenin bozulmasına neden olan kişiyi savunma hakkını engellememek koşuluyla salondan çıkarabilir.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,8
"Duruşma sırasında bir suç işlenmesi durumunda, mahkeme failin tutuklanmasına hangi koşullar altında karar verebilir?","Mahkeme, suçun ciddiyetine ve duruşmanın devamı için oluşan tehlikeye göre failin tutuklanmasına karar verebilir.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,7
Sanığın duruşmada hazır bulunması ne zaman zorunlu görülür?,"Sanığın duruşmada hazır bulunması, dosyanın durumuna göre savunması bakımından zorunlu görülürse, mahkeme oturumu yokluğunda sürdürmez ve bitirmez.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,8
"Duruşma sırasında bir suç işlenmesi durumunda, mahkeme hangi amaçla tutanak düzenler?","Mahkeme, olayı tespit eder ve bu hususta düzenleyeceği tutanağı yetkili makama gönderir. Tutanak, olayı detaylı bir şekilde anlatır ve ilgili kişilerin ifadelerini içerir.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,8
"Duruşma sırasında bir suç işlenmesi durumunda, mahkeme failin tutuklanmasına karar verirse, bu karar hangi faktörlere dayanır?","Mahkeme, suçun ciddiyetine ve duruşmanın devamı için oluşan tehlikeye göre failin tutuklanmasına karar verebilir.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,7
"Duruşma salonunda düzen bozulması durumunda, mahkeme hangi önlemleri alarak düzenin sağlanmasını sağlar?","Mahkeme, düzenin bozulmasına neden olan kişiyi savunma hakkını engellememek koşuluyla salondan çıkarabilir, direnç gösteren veya karışıklık çıkaran kişi hakkında disiplin hapsi uygulayabilir.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,8
"Duruşma sırasında bir suç işlenmesi durumunda, mahkeme bu olayı nasıl kaydeder?","Mahkeme, olayı tespit eder ve bu hususta düzenleyeceği tutanağı yetkili makama gönderir.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,8
"Duruşma sırasında bir suç işlenmesi durumunda, mahkeme hangi belgeleri yetkili makama gönderir?","Mahkeme, olayı tespit eder ve bu hususta düzenleyeceği tutanağı yetkili makama gönderir.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,7
Duruşma esnasında düzenin sağlanması kimin görevidir?,"Duruşma esnasında düzenin sağlanması, mahkeme başkanı veya hâkimin görevidir. Bu, duruşmanın adil ve verimli bir şekilde yürütülmesini sağlamak için önemlidir. Mahkeme başkanı veya hâkim, duruşma salonunda düzenin korunmasından sorumlu olup, bu görevi yerine getirirken tarafsız ve objektif olmalıdır.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,9
Bir kişi duruşma salonunda düzeni bozarsa ne olur?,"Bir kişi duruşma salonunda düzeni bozarsa, mahkeme başkanı veya hâkim, savunma hakkının engellenmemesi şartıyla, düzensizliği yaratan kişinin salondan çıkarılmasını emredebilir. Bu, duruşmanın düzenli bir şekilde devam etmesini sağlamak ve diğer kişilerin haklarının korunmasını sağlamak için gerekli olabilir. Ancak, bu karar verilirken, kişinin savunma hakkının ihlal edilmemesi önemlidir.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,8
"Duruşma salonundan çıkarılan bir kişi, dışarı çıkarılmaya direnirse veya karışıklık çıkarırsa ne olur?","Dışarı çıkarılmaya direnen veya karışıklık çıkaran kişi yakalanır ve hâkim veya mahkeme tarafından, avukatlar hariç, dört güne kadar disiplin hapsine konulabilir. Bu, duruşmanın düzeni ve disiplini sağlamak için alınan bir önlemdir. Ancak, disiplin hapsi, kişiye verilen cezanın türüne ve şiddetine bağlı olarak uygulanabilir. Ayrıca, disiplin hapsi uygulanırken, kişinin haklarının ihlal edilmemesi önemlidir.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,8
Kimler hakkında disiplin hapsi uygulanamaz?,"Çocuklar hakkında disiplin hapsi uygulanamaz. Çocuklar, yetişkinlerden farklı bir yasal statüye sahiptir ve onlara karşı daha koruyucu önlemler alınması gerekir. Disiplin hapsi, çocukların gelişimine olumsuz etkiler yapabileceği için, onlara uygulanması uygun değildir.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,8
Bir sanığın davranışları ne zaman duruşma salonundan çıkarılmasını gerektirir?,"Sanığın davranışları nedeniyle, hazır bulunmasının duruşmanın düzenli olarak yürütülmesini tehlikeye sokacağı anlaşıldığında, duruşma salonundan çıkarılabilir. Bu, sanığın davranışlarının duruşmanın devam etmesini engelleyebileceği, diğer kişilerin güvenliğini tehlikeye atabileceği veya duruşmanın adaletli bir şekilde yürütülmesini engelleyebileceği durumlarda geçerlidir.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,8
"Sanık duruşma salonundan çıkarıldıktan sonra, duruşma nasıl devam eder?","Sanık duruşma salonundan çıkarıldıktan sonra, mahkeme dosyanın durumuna göre sanığın savunması için hazır bulunmasını zorunlu görmezse, oturumu yokluğunda sürdürür ve bitirir. Bu, sanığın davranışlarının duruşmanın devam etmesini engellemediği ve sanığın savunmasının hazır bulunmadan da gerçekleştirilebileceği durumlarda yapılabilir.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,8
Sanığın duruşmada hazır bulunması savunması için zorunlu değilse ne yapılır?,"Sanığın duruşmada hazır bulunması savunması için zorunlu değilse, mahkeme oturumu yokluğunda sürdürür ve bitirir. Bu durumda, sanığın savunma hakkı yine de korunmalıdır. Mahkeme, sanığın yokluğunda adil bir yargılama yapılması için gerekli tüm adımları atmalıdır.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,8
Sanığın bir müdafii yoksa ne olur?,"Sanığın bir müdafii yoksa, mahkeme barodan bir müdafi görevlendirilmesini ister. Bu, sanığın savunma hakkının korunmasını sağlamak ve adil bir yargılama yapılmasını garanti etmek için önemlidir.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,9
"Duruşma salonundan çıkarılan bir sanığa, yokluğunda yapılan işlemler nasıl açıklanır?","Duruşma salonundan çıkarılan bir sanığa, yokluğunda yapılan işlemler açıklanır. Bu, sanığın savunma hakkını koruyabilmesi ve yargılama sürecinde neler olduğunu bilmesini sağlamak için önemlidir.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,6
"Duruşma esnasında bir suç işlenirse, mahkeme ne yapmalıdır?","Duruşma sırasında bir suç işlenirse, mahkeme olayı tespit eder ve bu hususta düzenleyeceği tutanağı yetkili makama gönderir. Bu, duruşma sırasında yaşanan suçun kayıt altına alınmasını ve gerekli yasal işlemlerin başlatılmasını sağlamak için önemlidir. Ayrıca, mahkeme failin tutuklanmasına da karar verebilir.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,9
"Duruşma sırasında bir suç işlenirse, mahkeme fail hakkında hangi kararları verebilir?","Duruşma sırasında bir suç işlenirse, mahkeme failin tutuklanmasına da karar verebilir. Bu karar, suçun ciddiyetine, failin geçmişine ve duruşmanın devamı için oluşan tehlikeye göre verilir. Mahkeme, failin tutuklanması için geçerli sebeplerin bulunması durumunda, bu kararı verebilir.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,8
Duruşma sırasında düzenin sağlanması kimin görevidir?,"Duruşma sırasında düzenin sağlanması, mahkeme başkanı veya hâkimin görevidir. Bu, duruşmanın adil ve verimli bir şekilde yürütülmesini sağlamak için önemlidir. Mahkeme başkanı veya hâkim, duruşma salonunda düzenin korunmasından sorumlu olup, bu görevi yerine getirirken tarafsız ve objektif olmalıdır.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,9
"Duruşma sırasında düzen bozulursa, mahkeme hangi önlemleri alabilir?","Duruşma sırasında düzen bozulursa, mahkeme, düzenin bozulmasına neden olan kişinin savunma hakkını engellememek koşuluyla salondan çıkarılmasını emredebilir. Ayrıca, mahkeme, düzensizliği yaratan kişi hakkında disiplin cezası da verebilir. Bu cezalar, düzenin sağlanması ve duruşmanın adil bir şekilde devam etmesini sağlamak için uygulanır.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,9
"Duruşma salonundan çıkarılan kişi direnç gösterirse veya karışıklık çıkarırsa, mahkeme ne yapabilir?","Duruşma salonundan çıkarılan kişi direnç gösterirse veya karışıklık çıkarırsa, mahkeme, avukatlar hariç, derhâl dört güne kadar disiplin hapsine koyabilir. Bu, duruşmanın düzeni ve disiplini sağlamak için alınan bir önlemdir. Ancak, disiplin hapsi, kişiye verilen cezanın türüne ve şiddetine bağlı olarak uygulanabilir. Ayrıca, disiplin hapsi uygulanırken, kişinin haklarının ihlal edilmemesi önemlidir.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,8
"Duruşma sırasında bir suç işlenirse, mahkeme bu olayı nasıl tespit eder?","Duruşma sırasında bir suç işlenirse, mahkeme olayı tespit eder ve bu hususta düzenleyeceği tutanağı yetkili makama gönderir. Bu, duruşma sırasında yaşanan suçun kayıt altına alınmasını ve gerekli yasal işlemlerin başlatılmasını sağlamak için önemlidir. Mahkeme, tanık ifadelerini dinler, delilleri inceler ve olayı en doğru şekilde tespit etmek için diğer gerekli adımları atar.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,8
Duruşma sırasında suç işleyen kişi hakkında mahkeme hangi kararları verebilir?,"Duruşma sırasında suç işleyen kişi hakkında mahkeme, olayı tespit etmek, tutanak düzenlemek ve failin tutuklanmasına karar vermek gibi kararlar verebilir. Bu kararlar, suçun ciddiyetine, failin geçmişine ve duruşmanın devamı için oluşan tehlikeye göre verilir. Mahkeme, failin tutuklanması için geçerli sebeplerin bulunması durumunda, bu kararı verebilir.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,8
Sanığın davranışları ne zaman duruşmanın düzenini tehlikeye sokar?,"Sanığın davranışları nedeniyle, hazır bulunmasının duruşmanın düzenli olarak yürütülmesini tehlikeye sokacağı anlaşıldığında, duruşmanın düzenini tehlikeye sokar. Bu, sanığın davranışlarının duruşmanın devam etmesini engelleyebileceği, diğer kişilerin güvenliğini tehlikeye atabileceği veya duruşmanın adaletli bir şekilde yürütülmesini engelleyebileceği durumlarda geçerlidir.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,8
"Sanık duruşma salonundan çıkarıldığında, sanığın savunması için ne yapılmalıdır?","Sanık duruşma salonundan çıkarıldığında, mahkeme dosyanın durumuna göre sanığın savunması bakımından hazır bulunmasını zorunlu görmezse, oturumu yokluğunda sürdürür ve bitirir. Bu, sanığın davranışlarının duruşmanın devam etmesini engellemediği ve sanığın savunmasının hazır bulunmadan da gerçekleştirilebileceği durumlarda yapılabilir.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,8
"Sanığın duruşmada hazır bulunması zorunlu görülmeyen durumlarda, sanığın savunması nasıl sağlanır?","Sanığın duruşmada hazır bulunması zorunlu görülmeyen durumlarda, sanığın müdafii yoksa, mahkeme barodan bir müdafi görevlendirilmesini ister. Bu, sanığın savunma hakkının korunmasını sağlamak ve adil bir yargılama yapılmasını garanti etmek için önemlidir. Mahkeme, sanığın savunma hakkının ihlal edilmemesi için gerekli tüm adımları atar.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,7
"Sanık duruşma salonundan çıkarıldıktan sonra, yokluğunda yapılan işlemler sanığa nasıl açıklanır?","Sanık duruşma salonundan çıkarıldıktan sonra, yokluğunda yapılan işlemler sanığa açıklanır. Bu, sanığın savunma hakkını koruyabilmesi ve yargılama sürecinde neler olduğunu bilmesini sağlamak için önemlidir. Mahkeme, sanığa yokluğunda yapılan işlemler hakkında bilgi verir ve sorularına cevaplar.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,8
"Duruşma sırasında bir suç işlenirse, mahkeme bu olayı nasıl kaydeder?","Duruşma sırasında bir suç işlenirse, mahkeme olayı tespit eder ve bu hususta düzenleyeceği tutanağı yetkili makama gönderir. Bu, duruşma sırasında yaşanan suçun kayıt altına alınmasını ve gerekli yasal işlemlerin başlatılmasını sağlamak için önemlidir. Mahkeme, tanık ifadelerini dinler, delilleri inceler ve olayı en doğru şekilde tespit etmek için diğer gerekli adımları atar.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,9
