question,answer,source,category,dataset_name,split,quality_score
Hâkimin delilleri vicdanî kanaatiyle değerlendirme yetkisinin sınırları nelerdir?,"Hâkimin delilleri vicdanî kanaatiyle değerlendirme yetkisi, keyfi bir şekilde kullanılmamalıdır. Hâkim, delilleri objektif bir şekilde değerlendirmeli ve kararını kanıtlar doğrultusunda vermelidir. Vicdanî kanaat, delillerin değerlendirilmesinde kullanılan bir araçtır ancak keyfi bir karar verme gerekçesi olmamalıdır.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,8
"Suçun ispatında her türlü delilin kullanılabilmesi, yargılama sürecinde hangi ilkeyi vurgular?","Suçun ispatında her türlü delilin kullanılabilmesi, suçun ispatında yasalara uygun her türlü kanıtın kullanılabileceğini ve yargılamanın kapsamlı ve adil bir şekilde yürütülmesini vurgulamaktadır. Bu ilke, yargılamanın gerçekleri ortaya çıkarmaya yönelik olduğunu ve sadece belirli kanıt türlerine bağlı kalınmaması gerektiğini gösterir.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,8
"Ceza mahkemesinin, yüklenen suçun ispatı başka bir mahkemenin görev alanına giren bir soruna bağlı ise bu konuda da karar verme yetkisine sahip olması, yargılama sürecinde hangi amacı hedefler?","Ceza mahkemesinin, yüklenen suçun ispatı başka bir mahkemenin görev alanına giren bir sorunla bağlantılı ise bu konuda da karar verme yetkisine sahip olması, yargılama sürecinin verimli bir şekilde yürütülmesini ve gereksiz yere uzatılmasını önlemeyi amaçlar. Bu uygulama, aynı dava içindeki ilgili konuların aynı mahkemede çözülmesini ve farklı mahkemeler arasında gereksiz iletişimi azaltmayı hedefler.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,9
"Kovuşturma evresinde mağdur veya sanığın yaşının ceza hükümleri bakımından tespitiyle ilgili bir sorunla karşılaşılması durumunda mahkemenin ilgili kanunda belirtilen usule göre karar vermesi, hangi ilkeyi destekler?","Kovuşturma evresinde mağdur veya sanığın yaşının ceza hükümleri bakımından tespitiyle ilgili bir sorunla karşılaşılması durumunda mahkemenin ilgili kanunda belirtilen usule göre karar vermesi, ceza hükümlerinin doğru uygulanmasını ve yargılamanın adil bir şekilde yürütülmesini sağlar. Bu uygulama, yargılama sürecinin yasalara uygun bir şekilde yürütülmesini ve kararların hukuk çerçevesinde verilmesini sağlar.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,8
"Bir yargılama sürecinde, sanığın sorgulanması tamamlandıktan sonra hangi aşamaya geçilir?","Bir yargılama sürecinde, sanığın sorgulanması tamamlandıktan sonra delillerin ortaya konulmasına başlanır. Bu aşamada, suçla ilgili kanıtlar sunulur ve tartışılır. Ceza Muhakemesi Kanunu'nun 206. maddesine göre, sanığın sorguya çekilmesinden sonra delillerin ortaya konulmasına başlanır. Ancak, sanığın tebligata rağmen mazeretsiz olarak gelmemesi sebebiyle sorgusunun yapılamamış olması, delillerin ortaya konulmasına engel olmaz. Ortaya konulan deliller, sonradan gelen sanığa bildirilir.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,9
"Bir sanık, duruşmaya gelmezse, delillerin ortaya konulması nasıl etkilenir?","Bir sanık, duruşmaya gelmezse bile delillerin ortaya konulması süreci devam eder. Ceza Muhakemesi Kanunu'nun 206. maddesinde, sanığın mazeretsiz olarak duruşmaya gelmemesi, delillerin ortaya konulmasına engel olmaz denilmektedir. Bu durumda, ortaya konulan deliller, sonradan gelen sanığa bildirilir.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,8
Bir delilin ortaya konulması hangi durumlarda reddedilebilir?,"Bir delilin ortaya konulması, aşağıdaki durumlarda reddedilebilir: * **Delil, kanuna aykırı olarak elde edilmişse:** Bu durumda delil, yasal olmayan yollarla elde edildiği için geçersiz sayılır. Örneğin, illegal dinleme veya arama sonucu elde edilen deliller kanuna aykırı olarak elde edilmiş sayılır. * **Delil ile ispat edilmek istenilen olayın karara etkisi yoksa:** Delil, davaya herhangi bir etki etmiyorsa veya ispat edilmek istenen olayı etkilemiyorsa, delilin ortaya konulması reddedilebilir. * **İstem, sadece davayı uzatmak maksadıyla yapılmışsa:** Eğer delil sunma talebi sadece davayı uzatmak amacıyla yapılıyorsa, mahkeme bu talebi reddedebilir.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,9
"Bir yargılama sürecinde, hangi taraflar, tanık dinlemesinden veya delil sunumundan vazgeçebilir?","Bir yargılama sürecinde, Cumhuriyet savcısı, sanık veya müdafii, birlikte rıza gösterirlerse tanığın dinlenmesinden veya diğer delil sunumundan vazgeçebilirler. Bu, tarafların zaman ve kaynak tasarrufu sağlamak amacıyla yapılan bir anlaşma olabilir. Ceza Muhakemesi Kanunu'nun 206. maddesinin 3. fıkrası, bu durumu düzenlemektedir. Ancak, bu rıza, tüm taraflar tarafından serbest ve bilgilendirilmiş bir şekilde verilmelidir.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,8
"Delil veya ispat edilmek istenen olayın geç bildirimi, delil sunumunu nasıl etkiler?","Delil veya ispat edilmek istenen olayın geç bildirimi, delil sunumunu etkilemez. Ceza Muhakemesi Kanunu'nun 207. maddesinde, delilin ortaya konulması isteminin, bunun veya ispat edilmek istenen olayın geç bildirilmiş olması nedeniyle reddedilemeyeceği belirtilmiştir. Yani, delil veya ispat edilecek olay ne kadar geç bildirilirse bildirilsin, mahkeme bunu kabul etmek zorundadır.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,8
"Bir duruşmada, tanıklar dinlendikten sonra ne zaman duruşma salonundan ayrılabilir?","Bir duruşmada, tanıklar dinlendikten sonra ancak mahkeme başkanı veya hâkimin izniyle duruşma salonundan ayrılabilir. Ceza Muhakemesi Kanunu'nun 208. maddesine göre, tanıklar, dinlendikten sonra ancak mahkeme başkanı veya hâkimin izniyle duruşma salonundan ayrılabilir. Bu kural, tanıkların duruşma salonunda kalarak diğer tanıkların ifadelerini etkilemelerini veya mahkeme kararına etkide bulunmalarını engellemeyi amaçlamaktadır.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,8
Bir duruşmada hangi belgeler mutlaka okunmalıdır?,"Bir duruşmada, aşağıdaki belgeler mutlaka okunmalıdır: * **Naip veya istinabe yoluyla sorgusu yapılan sanığa ait sorgu tutanakları:** Bu tutanaklar, sanığın sorgulanması sırasında elde edilen bilgileri içerir ve davaya ilişkin önemli kanıtlar sunabilir. * **Naip veya istinabe yoluyla dinlenen tanığın ifade tutanakları:** Bu tutanaklar, tanığın ifadelerini içerir ve davada önemli bir rol oynayabilir. * **Muayene ve keşif tutanakları:** Bu tutanaklar, olay yerinde yapılan incelemeler veya muayeneler sırasında elde edilen bilgileri içerir. * **Delil olarak kullanılacak belgeler ve diğer yazılar:** Bunlar, davaya ilişkin önemli bilgiler içeren her türlü belgeyi kapsar. Örneğin, mektuplar, e-postalar, fotoğraflar, video kayıtları, vb. * **Adlî sicil özetleri:** Bu belgeler, sanığın geçmiş suç kayıtlarını içerir. * **Sanığın kişisel ve ekonomik durumuna ilişkin bilgilerin yer aldığı belgeler:** Bu belgeler, sanığın mali durumunu veya sosyal statüsünü gösteren belgeleri kapsar.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,9
"Bir duruşmada, kişisel verilerin yer aldığı belgeler nasıl okunur?","Bir duruşmada, sanığa veya mağdura ait kişisel verilerin yer aldığı belgeler, açıkça istemeleri halinde, kapalı oturumda okunmasına mahkemece karar verilebilir. Bu durum, Ceza Muhakemesi Kanunu'nun 209. maddesinde belirtilmiştir. Bu uygulama, kişisel verilerin gizliliğini korumayı ve gereksiz kamuoyu önünde ifşayı önlemeyi amaçlamaktadır.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,8
"Bir olayın delili sadece bir tanığın açıklamalarından ibaret ise, o tanık nasıl dinlenir?","Bir olayın delili sadece bir tanığın açıklamalarından ibaret ise, o tanık duruşmada mutlaka dinlenir. Ceza Muhakemesi Kanunu'nun 210. maddesinde, bu durumda tanığın duruşmada dinlenmesinin zorunlu olduğu belirtilmiştir. Daha önce yapılan dinleme sırasında düzenlenmiş tutanağın veya yazılı bir açıklamanın okunması dinleme yerine geçemez. Bu kural, tanığın duruşmada yemin ederek ifadesini vermesini ve mahkeme tarafından doğrudan sorgulanmasını sağlamayı amaçlamaktadır.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,9
"Bir tanık, duruşmada tanıklıktan çekinirse, önceki ifadesi nasıl kullanılır?","Bir tanık, duruşmada tanıklıktan çekinirse, önceki ifadesine ilişkin tutanak okunamaz. Ceza Muhakemesi Kanunu'nun 210. maddesinin 2. fıkrasında, tanıklıktan çekinebilecek olan kişinin duruşmada tanıklıktan çekindiğinde, önceki ifadesine ilişkin tutanağın okunamaz olduğu belirtilmiştir. Bu, tanığın özgür iradesiyle ifade vermesini sağlamayı amaçlamaktadır.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,8
"Hangi durumlarda, önceki dinleme sırasında düzenlenmiş tutanaklar ve yazılı belgeler okunabilir?","Önceki dinleme sırasında düzenlenmiş tutanaklar ve yazılı belgeler, aşağıdaki durumlarda okunabilir: * **Tanık veya sanığın suç ortağı ölmüş veya akıl hastalığına tutulmuş olur veya bulunduğu yer öğrenilemezse:** Bu durumda, tanık veya suç ortağı duruşmaya katılamamaktadır. * **Tanık veya sanığın suç ortağının duruşmada hazır bulunması, hastalık, malûllük veya giderilmesi olanağı bulunmayan başka bir nedenle belli olmayan bir süre için olanaklı değilse:** Bu durumda, tanık veya suç ortağı geçici olarak duruşmaya katılamamaktadır. * **İfadesinin önem derecesi itibarıyla tanığın duruşmada hazır bulunması gerekli sayılmıyorsa:** Bu durumda, tanığın ifadesi önemli olmasa bile, duruşmaya katılmaması daha uygun olabilir. Bu durumlarda, önceki dinleme sırasında düzenlenmiş tutanaklar ve yazılı belgeler okunabilir. Bu, Ceza Muhakemesi Kanunu'nun 211. maddesinde belirtilmiştir.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,9
"Bir duruşmada, hangi taraflar, tutanakların okunmasına rıza gösterebilir?","Bir duruşmada, Cumhuriyet savcısı, katılan veya vekili, sanık veya müdafii, 211. maddenin birinci fıkrasında belirtilenlerden farklı durumlarda da tutanakların okunmasına birlikte rıza gösterebilirler. Bu durumda, taraflar, tanığın duruşmada dinlenmesine gerek olmadığı konusunda hemfikir olur ve önceki ifadesinin okunmasını kabul eder. Ancak, bu rızanın, tüm taraflar tarafından serbest ve bilgilendirilmiş bir şekilde verilmesi önemlidir.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,9
"Bir tanık, bir hususu hatırlayamadığında, hâkim ne yapar?","Bir tanık, bir hususu hatırlayamadığında, hâkim, önceki ifadesini içeren tutanağın ilgili kısmını okutarak hatırlamasına yardım eder. Bu işlem, Ceza Muhakemesi Kanunu'nun 212. maddesinde belirtilmiştir. Hâkim, tanığın kendi ifadesini hatırlamasına yardımcı olmak için önceki ifadesinden ilgili bölümü okuyarak tanığın ifadesinin tutarlılığını ve doğruluğunu sağlamaya çalışır.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,8
"Bir tanığın, duruşmadaki ifadesi ile önceki ifadesi arasında çelişki varsa, ne yapılır?","Bir tanığın, duruşmadaki ifadesi ile önceki ifadesi arasında çelişki bulunduğunda, evvelce alınmış ifadesi okunarak çelişkinin giderilmesine çalışılır. Ceza Muhakemesi Kanunu'nun 212. maddesinde, tanığın ifadeleri arasında çelişki olması durumunda, önceki ifadesinin okunarak çelişkinin giderilmesine çalışılabileceği belirtilmiştir. Bu işlem, tanığın ifadesinin tutarlılığını ve doğruluğunu sağlamaya yöneliktir.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,9
"Bir sanığın, farklı açıklamaları arasında çelişki varsa, hangi tutanaklar duruşmada okunabilir?","Bir sanığın, farklı açıklamaları arasında çelişki bulunması halinde, sanığın hâkim veya mahkeme huzurunda yaptığı açıklamalar ile Cumhuriyet savcısı tarafından alınan veya müdafiinin hazır bulunduğu kolluk ifadesine ilişkin tutanaklar duruşmada okunabilir. Ceza Muhakemesi Kanunu'nun 213. maddesine göre, sanığın ifadesi ile kolluk ifadesi arasında çelişki olması durumunda, bu iki tutanak da duruşmada okunabilir. Bu işlem, sanığın ifadesinin tutarlılığını ve doğruluğunu sağlamaya yöneliktir.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,8
Resmî belgeler ve raporlar okunduktan sonra ne yapılır?,"Resmî belge ve diğer yazılar ve fennî muayene ve doktor raporlarının okunmasından sonra gerekli görülürse belge ve diğer yazılar veya raporda imzası bulunanlar, açıklamada bulunmak üzere duruşmaya çağrılabilirler. Ceza Muhakemesi Kanunu'nun 214. maddesinde, belgelerin okunmasından sonra, belgelerin içeriğiyle ilgili açıklama yapmak için ilgili kişilerin duruşmaya çağırılabileceği belirtilmiştir. Bu, belgelere ilişkin daha detaylı bilgi edinmeyi ve belgelerin içeriğinin daha iyi anlaşılmasını sağlamayı amaçlamaktadır.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,8
"Bir raporun veya belgenin açıklamasını ve görüşünü içeren bir kurul tarafından verilmişse, mahkeme ne yapar?","Açıklama ve görüş veya rapor bir kurul tarafından verilmişse mahkeme, kurulun görüşünü açıklamak üzere görevi, üyelerden birine vermeyi kurula önerebilir. Ceza Muhakemesi Kanunu'nun 214. maddesinin 2. fıkrasında, bir kurul tarafından hazırlanan raporların açıklanması için, kurulun görüşünü açıklamak üzere görevlendirme yapılabileceği belirtilmiştir. Bu, kurulun görüşünün daha net bir şekilde anlaşılmasını sağlamaya yöneliktir.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,8
Bilimsel görüşlere ilişkin açıklama nasıl yapılır?,"Bilimsel görüşlere ilişkin açıklama, Ceza Muhakemesi Kanunu'nun 68. maddesinde belirtilen hükümlere göre yapılır. Bu madde, bilimsel görüşlerin sunulması ve değerlendirilmesiyle ilgili usul ve esasları düzenlemektedir. Bilimsel görüşler, uzmanların görüşleri, raporlar, çalışmalar ve diğer kanıtlar yoluyla sunulabilir.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,8
"Bir duruşmada, suç ortağının, tanığın veya bilirkişinin dinlenmesinden sonra ne yapılır?","Suç ortağının, tanığın veya bilirkişinin dinlenmesinden ve herhangi bir belgenin okunmasından sonra bunlara karşı bir diyecekleri olup olmadığı katılana veya vekiline, Cumhuriyet savcısına, sanığa ve müdafiine sorulur. Ceza Muhakemesi Kanunu'nun 215. maddesinde, dinleme veya okuma işleminin ardından tarafların bu konuda düşüncelerini belirtme hakkına sahip oldukları belirtilmiştir. Bu, tarafların, sunulan deliller hakkında yorum yapma ve karşı argümanlar geliştirme fırsatı bulmalarını sağlamaktadır.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,9
"Bir duruşmada, ortaya konulan delillerle ilgili tartışmada söz hangi sırayla verilir?","Ortaya konulan delillerle ilgili tartışmada söz, sırasıyla katılana veya vekiline, Cumhuriyet savcısına, sanığa ve müdafiine veya kanunî temsilcisine verilir. Ceza Muhakemesi Kanunu'nun 216. maddesinde, delillerin tartışılması sırasının belirtildiği görülmektedir. Bu sırada, katılan ve vekili ilk olarak düşüncelerini paylaşır, ardından Cumhuriyet savcısı, daha sonra sanık ve müdafii veya kanunî temsilcisi konuşma hakkına sahip olur.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,9
"Bir duruşmada, tartışmada hangi taraflar diğer tarafların açıklamalarına cevap verebilir?","Cumhuriyet savcısı, katılan veya vekili, sanığın, müdafiinin veya kanunî temsilcisinin açıklamalarına; sanık ve müdafii ya da kanunî temsilcisi de Cumhuriyet savcısının ve katılanın veya vekilinin açıklamalarına cevap verebilir. Ceza Muhakemesi Kanunu'nun 216. maddesi, tarafların karşılıklı olarak birbirlerine cevap verme hakkına sahip olduklarını belirtir. Bu, tarafların, birbirlerinin argümanlarına karşı savunmalarını geliştirmelerini sağlamaktadır.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,9
"Bir duruşmada, hükümden önce son söz kime verilir?","Hükümden önce son söz, hazır bulunan sanığa verilir. Ceza Muhakemesi Kanunu'nun 216. maddesinin 3. fıkrasında, hükümden önce son sözün sanığa verilmesi gerektiği belirtilmiştir. Bu, sanığın, son olarak düşüncelerini belirtme ve savunmasını tamamlama fırsatı bulmasını sağlamaktadır. Bu aşamada zorunlu müdafiin hazır bulunmaması hükmün açıklanmasına engel teşkil etmez.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,8
"Bir hâkim, kararını hangi delillere dayandırabilir?","Hâkim, kararını ancak duruşmaya getirilmiş ve huzurunda tartışılmış delillere dayandırabilir. Ceza Muhakemesi Kanunu'nun 217. maddesinin 1. fıkrasında, hâkimin kararını sadece duruşmada sunulan ve tartışılan delillere dayanabileceği belirtilmiştir. Bu, hâkimin kararını keyfi olarak vermemesini ve sadece kanıtlanmış bilgilerle hareket etmesini sağlamaktadır.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,9
"Bir hâkim, delilleri nasıl değerlendirir?","Deliller hâkimin vicdanî kanaatiyle serbestçe takdir edilir. Ceza Muhakemesi Kanunu'nun 217. maddesinin 1. fıkrasında, hâkimin delilleri vicdanî kanaatiyle değerlendirme yetkisine sahip olduğu belirtilmiştir. Ancak, bu yetki keyfi bir şekilde kullanılmamalıdır. Hâkim, delilleri objektif bir şekilde değerlendirmeli ve kararını kanıtlar doğrultusunda vermelidir.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,8
"Bir suç, hangi delillerle ispat edilebilir?","Yüklenen suç, hukuka uygun bir şekilde elde edilmiş her türlü delille ispat edilebilir. Ceza Muhakemesi Kanunu'nun 217. maddesinin 2. fıkrasında, suçun ispatında her türlü delilin kullanılabileceği belirtilmiştir. Ancak, bu delillerin yasal yollarla elde edilmiş olması şarttır. Kanuna aykırı olarak elde edilen deliller, mahkemede geçersiz sayılır.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,8
"Bir ceza mahkemesi, yüklenen suçun ispatı başka bir mahkemenin görev alanına giren bir soruna bağlı ise ne yapar?","Yüklenen suçun ispatı, ceza mahkemelerinden başka bir mahkemenin görev alanına giren bir sorunun çözümüne bağlı ise; ceza mahkemesi bu sorunla ilgili olarak da bu Kanun hükümlerine göre karar verebilir. Ancak, bu sorunla ilgili olarak görevli mahkemede dava açılması veya açılmış davanın sonuçlanması ile ilgili olarak bekletici sorun kararı verebilir. Ceza Muhakemesi Kanunu'nun 218. maddesinde, ceza mahkemesinin, yüklenen suçun ispatı başka bir mahkemenin görev alanına giren bir sorunla bağlantılı ise, bu konuda da karar verme yetkisine sahip olduğu belirtilmiştir. Ancak, bu durumda, ilgili mahkemede dava açılması veya açılmış davanın sonuçlanması beklenebilir.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,9
"Bir kovuşturma evresinde, mağdur veya sanığın yaşının ceza hükümleri bakımından tespitiyle ilgili bir sorunla karşılaşırsa, mahkeme ne yapar?","Kovuşturma evresinde mağdur veya sanığın yaşının ceza hükümleri bakımından tespitiyle ilgili bir sorunla karşılaşılması halinde; mahkeme, ilgili kanunda belirlenen usule göre bu sorunu çözerek hükmünü verir. Ceza Muhakemesi Kanunu'nun 218. maddesinin 2. fıkrasında, mağdur veya sanığın yaşının tespiti ile ilgili sorunlar için mahkemenin ilgili kanunda belirtilen usule göre karar verebileceği belirtilmiştir. Bu, ceza hükümlerinin doğru uygulanmasını sağlamak için önemlidir.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,8
"Bir yargılama sürecinde, hangi taraflar tanığın dinlenmesi veya diğer delil sunumundan vazgeçebilir?","Bir yargılama sürecinde, Cumhuriyet savcısı, sanık veya müdafii, birlikte rıza gösterirlerse tanığın dinlenmesinden veya diğer delil sunumundan vazgeçebilirler. Bu, tarafların zaman ve kaynak tasarrufu sağlamak amacıyla yapılan bir anlaşma olabilir. Ceza Muhakemesi Kanunu'nun 206. maddesinin 3. fıkrası, bu durumu düzenlemektedir. Ancak, bu rıza, tüm taraflar tarafından serbest ve bilgilendirilmiş bir şekilde verilmelidir.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,9
"Bir duruşmada, naip veya istinabe yoluyla sorgusu yapılan sanığa ait sorgu tutanakları nasıl okunur?","Duruşmada, naip veya istinabe yoluyla sorgusu yapılan sanığa ait sorgu tutanakları, duruşmada okunur. Ceza Muhakemesi Kanunu'nun 209. maddesinde, bu tür tutanakların duruşmada okunması gerektiği belirtilmiştir. Bu uygulama, sanığın ifadesinin mahkeme tarafından doğrudan dinlenmesini ve tutanak içeriğinin açıkça belirlenmesini sağlar.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,8
"Bir duruşmada, sanık veya mağdur, kişisel verilerinin yer aldığı belgelerin nasıl okunmasını isteyebilir?","Sanık veya mağdur, açıkça istemeleri halinde, kişisel verilerinin yer aldığı belgelerin kapalı oturumda okunmasına karar verilebilir. Ceza Muhakemesi Kanunu'nun 209. maddesinde, kişisel verilerin yer aldığı belgelerin kapalı oturumda okunması için sanık veya mağdurun isteğinin yeterli olduğu belirtilmiştir. Bu uygulama, kişisel verilerin gizliliğini korumayı ve gereksiz kamuoyu önünde ifşayı önlemeyi amaçlamaktadır.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,8
"Bir duruşmada, bir tanık bir hususu hatırlayamadığında, hâkim ne yapar?","Tanık bir hususu hatırlayamadığında, hâkim, önceki ifadesini içeren tutanağın ilgili kısmını okutarak hatırlamasına yardım eder. Ceza Muhakemesi Kanunu'nun 212. maddesinde, tanığın ifadesini hatırlamasına yardımcı olmak için önceki ifadesinin okunabileceği belirtilmiştir. Hâkim, tanığın kendi ifadesini hatırlamasına yardımcı olmak için önceki ifadesinden ilgili bölümü okuyarak tanığın ifadesinin tutarlılığını ve doğruluğunu sağlamaya çalışır.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,8
"Bir ceza mahkemesi, başka bir mahkemenin görev alanına giren bir sorunla karşılaşırsa, ne karar verebilir?","Ceza mahkemesi, bu sorunla ilgili olarak da Ceza Muhakemesi Kanunu hükümlerine göre karar verebilir. Ceza Muhakemesi Kanunu'nun 218. maddesinde, ceza mahkemesinin, yüklenen suçun ispatı başka bir mahkemenin görev alanına giren bir sorunla bağlantılı ise, bu konuda da karar verme yetkisine sahip olduğu belirtilmiştir. Ancak, bu durumda, ilgili mahkemede dava açılması veya açılmış davanın sonuçlanması beklenebilir.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,8
"Bir kovuşturma evresinde, mağdur veya sanığın yaşının ceza hükümleri bakımından tespitiyle ilgili bir sorunla karşılaşırsa, mahkeme nasıl bir karar verir?","Mahkeme, ilgili kanunda belirlenen usule göre bu sorunu çözerek hükmünü verir. Ceza Muhakemesi Kanunu'nun 218. maddesinin 2. fıkrasında, mağdur veya sanığın yaşının tespiti ile ilgili sorunlar için mahkemenin ilgili kanunda belirtilen usule göre karar verebileceği belirtilmiştir. Bu, ceza hükümlerinin doğru uygulanmasını sağlamak için önemlidir.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,8
Duruşma tutanağı hangi amaçla kullanılır?,"Duruşma tutanağı, yargılama sürecinin tüm aşamalarını resmi olarak kaydetmek için kullanılır. Bu belge, daha sonra davanın nasıl işlediğini, tüm yasal prosedürlere uygun olarak mı yürütüldüğünü göstermek için kullanılır. Ayrıca, yargılama sürecinin şeffaflığını sağlamak, hukuki tartışmalarda ve itirazlarda kanıt olarak kullanılabilmesi ve yargılama sürecinin doğru bir şekilde belgelenmesini sağlamak gibi amaçlar da taşır.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,9
Duruşma tutanağında hangi bilgilere yer verilir?,"Duruşma tutanağında, duruşmaya katılan tüm tarafların isimleri, davanın seyrini ve sonuçlarını gösteren bilgiler, sanık açıklamaları, tanık ifadeleri, bilirkişi açıklamaları, okunan belgeler, verilen kararlar ve hüküm yer alır. Bu bilgiler, yargılama sürecinin tüm önemli yönlerini kapsayarak davanın doğru ve eksiksiz bir şekilde belgelenmesini sağlar.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,9
Duruşma tutanağının düzenlenmesiyle ilgili yasal zorunluluklar nelerdir?,"Duruşma tutanağının düzenlenmesiyle ilgili yasal zorunluluklar, ilgili ülkenin yargılama usulü kurallarında belirtilmiştir. Genellikle, tutanağın resmi bir belge olması, imzalanması, duruşmadaki tüm önemli olayları ve kararları içermesi ve doğruluğu ve güvenilirliği sağlanması gerekir.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,8
Duruşma tutanağı hangi formatta tutulur?,"Duruşma tutanağı genellikle yazılı olarak tutulur. Ancak, günümüzde teknolojinin gelişmesiyle birlikte, video veya ses kayıtları gibi teknik araçlarla da kaydedilebilir. Bu kayıtlar, daha sonra yazılı tutanağa dönüştürülür. Yazılı tutanak, resmi bir belge olması ve imzalanması gereken bir dokümandır.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,8
Duruşma tutanağı hangi durumlarda kanıt olarak kullanılabilir?,"Duruşma tutanağı, yargılama sürecinin şeffaflığını ve adil bir şekilde yürütülmesini sağlamak için, ayrıca hukuki tartışmalarda ve itirazlarda kanıt olarak kullanılabilir. Tutanak, yargılama sürecinin doğru ve tarafsız bir şekilde belgelenmesini sağlayarak, davayla ilgili kararların daha adil ve objektif bir şekilde verilmesini sağlar.",Ceza Muhakemesi Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,8
